Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
080-795-415-675-610,A young church in mission or maintenance mode?: A case study of the Bantu Presbyterian Church of South Africa (1923-1999),,2020,journal article,Missionalia,2312878x,Stellenbosch University,,Graham A. Duncan,"The Bantu Presbyterian Church of South Africa (BPCSA) was the first autonomous South African church to be established in 1923 as the result of the work of the mission of a Church of European origin (CEO). It had taken one hundred years after the first missionaries of the Glasgow Missionary Society and subsequently the Free Church of Scotland and the United Presbyterian Church of Scotland, which united in 1900 to form the United Free Church of Scotland, had arrived in the Eastern Cape to form an autonomous church. It would continue to pursue its missionary strategy for the next seventy-six years until it united with the Presbyterian Church of Southern Africa in 1999 to form the Uniting Presbyterian Church of Southern Africa. The aim of this article is to explore the extent to which it remained true to the mission of its founders and God’s mission as it became institutionalised.  The ecumenical aspect of mission has already been dealt with and will not be considered here. This particular article will concentrate on internal church policies and activities including the role of missionaries, evangelists and church associations, theological education and socio-political issues. This is predominantly an exercise in primary archival research.",47,3,269,284,Archival research; Ethnology; European origin; History; Bantu languages,Bantu Presbyterian Church; General Assembly; missionaries; Presbyterian,,,,https://missionalia.journals.ac.za/pub/article/view/318 https://missionalia.journals.ac.za/pub/article/download/318/pdf,http://dx.doi.org/10.7832/47-3-318,,10.7832/47-3-318,3018030832,,0,,0,true,cc-by,gold
080-968-640-044-260,A CYTOLOGICAL AND ECOLOGICAL STUDY OF SOME BRITISH SPECIES OF GLYCERIA,,1946,journal article,New Phytologist,0028646x; 14698137,Wiley,United Kingdom,Jeanne M. Eitzpatrick,"G. declinata Br6b. 20 Maude (I940) G. plicata Fries 28 Staihlin (I929)* 40 Maude (I1940) G. fluitans (L.) R.Br. 28 StMihlin (I929)* 40 Maude (I940) 20, 40 Church (I942) G. maxima (Hartm.) Holmb. (G. aquatica var. typica Aschers.) 56 Avdulov (I928)* G. maxima (Hartm.) Holmb. (G. aquatica (L.) Wahl.) 56 Staihlin (I929)* G. maxima (Hartm.) Holmb. 6o Church (Ig44, unpublished) G. arundinacea (M.B.) Kunth. (G. aquatica var. arundinacea Aschers.) 28 Staihlin (I929)* G. nervata (Willd.) Trin. (G. striata (Lam.) Hitchc.) 28 Stahlin (i929)* G. striata (Lam.) Hitchc. 20 Church (I942) G. grandis S. Wats. 28 Nielson (I939)* 20 Church (I942) G. elata (Nash) Hitchc. 20 Church (I942) G. canadensis (Michx.) Hitchc. 40 Church (I942) G. melicaria (Michx.) F. T. Hubb. 40 Church (I942) G. borealis (Nash) Batch. 20 Church (I942) G. septentrionalis Hitchc. 40 Church (I942) G. occidentalis (Piper) J. C. Nels. 40 Church (I942) G. leptostachya Buckl. 40 Church (I942) G. pallida (Torr.) Trin. I4 Church (I942) 20 Matsuura & Scito (1935)* G. neoglea Steud. I4 Church (I942) G. pauciflora Presl. I4 Church (1942) G. erecta Hitchc. I4 Church (I942)",45,1,137,144,Glyceria; Botany; Biology,,,,,https://nph.onlinelibrary.wiley.com/doi/10.1111/j.1469-8137.1946.tb05051.x https://nph.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1469-8137.1946.tb05051.x https://www.jstor.org/stable/info/2428942,http://dx.doi.org/10.1111/j.1469-8137.1946.tb05051.x,,10.1111/j.1469-8137.1946.tb05051.x,2059303355,,0,005-297-510-424-631; 029-880-509-698-407; 060-767-762-476-778; 061-140-981-857-666; 070-570-939-779-496; 081-378-233-905-779; 089-904-503-790-739; 161-386-637-980-943; 190-562-427-432-940,8,true,,bronze
080-987-367-619-433,The Uniting Reformed Church in Southern Africa’s enactment on church judicial and legal issues,2013-07-20,2013,journal article,Nederduitse Gereformeerde Teologiese Tydskrif,22262385; 00282006,Stellenbosch University,,Mary-Anne Plaatjies Van Huffel,"In this article, I explore the enactment of the Uniting Reformed Church in Southern Africa on church judicial and legal issues. Part I of this article recounts the history of the Uniting reformed Church in Southern Africa. The second part of the article focuses on the legal framework and sources of the Uniting reformed Church in Southern Africa, the legal Status of the Uniting reformed Church in Southern Africa, the fundamental rights of the major and minor assemblies of the Uniting reformed Church in Southern Africa, Judicial procedures with regard to discipline, the scope of the application of Labour Law in Uniting reformed Church in Southern Africa, The Uniting reformed Church in Southern Africa and the protection of individual, the Uniting reformed Church in Southern Africa and ﬁnancing. The third part of the article focuses on the Uniting reformed Church in Southern Africa enactment in the public discourse. Part IV presents two implications of my analysis, namely as a general rule that a church should dissolved properly by taking the steps required by their respective church orders or constitution. Secondly, that provision should be made in the Church Order of the Uniting reformed Church in Southern Africa on the application of Labour Law on employment relations in the Uniting reformed Church in Southern Africa.",54,0,101,113,Labour law; Church history; Protestantism; Political science; Major and minor; Law; Constitution; Public discourse; Industrial relations; Fundamental rights,,,,,https://ojs.reformedjournals.co.za/ngtt/article/view/583 http://ngtt.journals.ac.za/pub/article/download/294/404 https://ojs.reformedjournals.co.za/index.php/ngtt/article/download/583/975,http://dx.doi.org/10.5952/54-0-294,,10.5952/54-0-294,2020536616,,0,,0,true,,bronze
081-114-124-323-615,St. Michael's Parish Church,1960-08-31,1960,,,,,,Ray Gough,"Photograph of St. Michael's Parish Church in St. Albans, England. In the foreground, a low stone fence is visible in front of the church. A large tree stands between the church and the fence. The side of the church is visible and the bell tower in the background. Sir Francis Bacon was buried at this church.",,,,,Bell tower; Art; Archaeology; Fence (finance); Front (military); St. Michael; Lord's New Church Which Is Nova Hierosolyma,,,,,https://digital.library.unt.edu/ark:/67531/metadc10266/,https://digital.library.unt.edu/ark:/67531/metadc10266/,,,381577309,,0,,0,false,,
081-151-980-328-198,"Proliferation of churches in Nigeria: Causes, impacts and likely solutions",2020-07-31,2020,journal article,Journal of African Studies and Development,21412189,Academic Journals,,Ogunbade Adewale Olusegun,"The study aims to estimate the effect, causes and probable solutions of church proliferation in Nigeria. The study was based on the analysis of fifty structured questionnaires that were distributed among people both in and out of Churches of different denominations using purposive sampling technique method. Statistical descriptive method was used to analyze the information collected from the respondents. The result of the study reveals that the economic downturn being experienced in the nation causing lack of job and hardship is the major cause of church proliferation in Nigeria, and that church proliferation has overall positive impact. However, the negative side of it is more acute and has covered up the good side of it which makes people to see church proliferation as a menace to the nation.; ; 	 ; ; 	Key words: Church, church proliferation, springing up, impact, church planting, alarming rate, church growth, general overseer, business organization, livelihood, congregation, pentecostal, stomach pastors, evangelism.",12,3,61,76,Nonprobability sampling; Political science; Recession; Church Growth; Livelihood; Socioeconomics; Evangelism,Church; church proliferation; springing up; impact; church planting; alarming rate; church growth; general overseer; business organization; livelihood; congregation; pentecostal; stomach pastors; evangelism,,,,https://academicjournals.org/journal/JASD/article-full-text/42AF4C564325 https://academicjournals.org/journal/JASD/cited-by-article/42AF4C564325 https://academicjournals.org/journal/JASD/article-full-text-pdf/42AF4C564325 https://digitallibrary.springer.ac.academicjournals.org/journal/JASD/article-abstract/42AF4C564325 https://univ.academicjournals.org/journal/JASD/article-references/42AF4C564325 https://ww3.academicjournals.org/journal/JASD/article-abstract/42AF4C564325 https://proceedings.academicjournals.org/journal/JASD/article-full-text/42AF4C564325 https://vwvvv.academicjournals.org/journal/JASD/article-authors/42AF4C564325 https://wwws.academicjournals.org/journal/JASD/article-abstract/42AF4C564325 https://server.academicjournals.org/journal/JASD/article-full-text/42AF4C564325 https://k.academicjournals.org/journal/JASD/article-full-text/42AF4C564325,http://dx.doi.org/10.5897/jasd2016.0418,,10.5897/jasd2016.0418,3045411471,,0,,10,true,,gold
081-626-626-221-204,'From places of despair to spaces of hope' - the local church and health promotion in Victoria,2017-01-01,2017,dissertation,Monash University,,,,Darshini Rebecca Ayton,"Although the phenomenon of church-based health promotion has received academic and government attention in the US, the cultural, social and religious characteristics of this society differ to those of Australia, and consequently the literature describing this is not generalisable. Churches and church affiliated organisations have worked to address factors, now regarded as social determinants of health, throughout Australia’s history, but there has been little research on the role of the church in health promotion in Australia. The aim of the study reported in this dissertation was to investigate the mission and practices of local churches in Victoria to determine whether these align with health promotion principles and approaches. In this dissertation, drawing on conceptual frameworks of health promotion, I explore how churches understand their mission and give expression to it through addressing the social determinants of health. I also consider how and why churches are involved in partnerships and collaborations for health, and the tensions, challenges and limitations to local churches undertaking health promotion activities. Theological discourses related to church mission, biblical interpretation and church expression have also informed my study. The research was exploratory and used a qualitative research methodology consisting of three phases. Phase one entailed a document mapping exercise of the partnership networks and funding sources of local churches and church affiliated organisations, as well as conducting in-depth interviews with the directors of five church affiliated organisations and five ministers of local churches to identify key themes of church-based health promotion. In phase two, semi-structured telephone interviews were conducted with staff members from 25 local churches in rural and urban Victoria, representing six Christian denominations (Anglican, Baptist, Catholic, Churches of Christ, Uniting, and Salvation Army). Based on findings from these two phases, ten local churches representing five different health promotion approaches were chosen as case studies for further exploration in phase three. This involved participant observation of church activities and programs, interviews with church staff, focus groups with volunteers, and document analysis. The study findings, theological underpinnings and conceptual basis of this thesis were used to construct a typology of churches for health promotion action. Six variables associated with church involvement in health promotion were identified: church expression (traditional, new modern or emerging); the minister's understanding of health; church hierarchy; community engagement; partnerships; and church mission (evangelism-focussed versus Kingdom of God focussed). The typology reflects the characteristics of churches operating at different levels of health promotion action, and highlights the health promoting nature of various church activities and programs. Not all churches, however, had an ethos that supports the values of health promotion, nor the structures and systems to implement health promotion activities effectively. In this study, I make a unique contribution to public health by developing a typology to guide health promotion practitioners engaging with local churches, while acknowledging the challenges and barriers to church involvement in health promotion.",,,,,General partnership; Health promotion; Public relations; Sociology; Interpretation (philosophy); Exploratory research; Qualitative research; Promotion (chess); Public health; Local church; Local government; Government (linguistics); Health policy; Social determinants of health; Political science; Protestantism; Health care; Religious organization; Medicine; Community health; Public administration; Conceptual framework; Local community; Qualitative property,,,,,https://bridges.monash.edu/articles/thesis/_From_places_of_despair_to_spaces_of_hope_-_the_local_church_and_health_promotion_in_Victoria/4628308,http://dx.doi.org/10.26180/4628308,,10.26180/4628308,,,0,,0,true,,green
081-646-035-838-235,Living Stones Pilgrimage: With the Christians of the Holy Land,,1999,book,,,,,Alison Hilliard; Betty Jane Bailey,Part 1 Oriental Orthodox: Armenian Orthodox Church Syrian Orthodox Church Ethiopian Orthodox Church Coptic Orthodox Church - Eastern Orthodox Church Greek Orthodox Church Russian Orthodox Church Romanian Orthodox Church. Part 2 Western Churches: Roman Catholic or Latin Church Greek Catholic (Melkite) Church the Evangelicals - Anglican and Lutheran Churches the holy sepulchre or the garden tomb? the garden sepulchre the garden tomb. Part 3 Meditative pilgrimages: a walk down the Mount of Olives Via Dolorosa a Holy week walk a nativity journey Bethlehem today and the 21st century Nazareth Sea of Galilee Christian towns and villages Gaza Christian celebrations alternative shopping where do we go from here?.,,,,,Church history; Protestantism; Art; Ancient history; Romanian Orthodox Church; Armenian Orthodox Church; Canonical hours; Eucharist; Canon law; Christianity,,,,,https://www.amazon.com/Living-Stones-Pilgrimage-Alison-Hilliard/dp/0304704660 http://ci.nii.ac.jp/ncid/BA90169727,https://www.amazon.com/Living-Stones-Pilgrimage-Alison-Hilliard/dp/0304704660,,,583655628,,0,,0,false,,
081-722-072-228-606,Trinitarian Leadership as a Seventh-day Adventist Perspective on Empowering Leadership in Local Churches in Western Ontario,,,dissertation,,,James White Library,,Alex Golovenko,"<jats:p>Problem. Most Seventh-day Adventist churches in Western Ontario are not growing. Elders are present in every Seventh-day Adventist church. However, practices and responsibilities of elders differ from church to church. There is no network among elders for support and leadership development. The expectation is that the vocational pastor will solve problems and produce church growth, yet, contradictory, indecision exists among elders about whose responsibility it is to grow a church. Elders do not have certainty about biblical expectations laid upon them. They do not entirely function according to the job description outlined in the denominational handbook. Ideas about what the biblical leadership is differ from church to church. In my opinion improving the Empowerment quality in Leadership will positively affect the growth of local churches.  Method. Leadership practices of local churches in Western Ontario District were examined through Focus Groups. Intentional teamwork among elders of all district churches was under development for three years. Lack of consistency among churches prevented further teamwork development. For the purpose of examining motivational factors of empowering leadership, the teamwork was continually worked on at the London (South) Seventh-day Adventist Church. All five conventional categories of leadership improvement were put in place before the new concept of the Trinitarian Leadership model (see formal definition in the Definitions of Terms in Chapter 1) was introduced to see if its motivational factor will improve elders’ commitment to church health and growth. Standards and expectations were monitored through the Natural Church Development (NCD) survey tool. It was used annually to measure quality of leadership of elders and ministry leaders along with other seven quality characteristics of church health. Recommendations and suggestions were made to enhance the work of a local elder.  Results. The initial cooperation and the teamwork of district churches produced a momentum for growth, which was not sustainable in the long run. Process of putting in place all conventional requirements for leadership did not produce an improvement in the Leadership Empowerment quality according to the NCD survey. The local church, where the project continued and the Trinitarian Leadership model was introduced, experienced significant improvement in elders’ efforts and practices. As a result the final NCD scores revealed a strong increase in Empowering Leadership, corroborated in patterns of giving and general members’ participation in church life.  Conclusion. More research is needed toward developing the Theology of Leadership. The Trinitarian Leadership model has to be tested in other churches as well. The experience of local elders of the London (South) Seventh-day Adventist church is influencing churches in the district as they take preaching appointments to surrounding district churches monthly. The positive learning of the Trinitarian Leadership model by London (South) elders is yet to impact other district churches. It is anticipated that the church growth in London will attract the interest and provide an opportunity to guide other churches for growth.</jats:p>",,,,,,,,,,,http://dx.doi.org/10.32597/dmin/50/,,10.32597/dmin/50/,,,0,,0,false,,
081-840-717-873-969,1893~1945년 全州西門外敎會의 成長過程과 民族運動,2002-05-01,2002,,,,,,null 안대희,"A missionary activity in Jeonju was launched out by missionaries of America Nam- Presbyterian Church in 1893. At that time a social atmosphere in Jeonju was changing enough for Yangban(noble class) to enter a Catholic Church or to have an interest in it. After the establishment of Seomoonwye Church of Jeonju, the number of Christian continuously increased and the religious influence became widespread through Revival Movement in 1907 and 1910. Meanwhile, Seomoonwye Church became an independent church from America South-Presbyterian Church when first Korean minister Kim Byung-rong had new position. Following him, minister Kim In-jun made great efforts to develop church in 1914. Minister Bae Eun-bee drove a stagnant situation of church due to March 1 Independence Movement into development of churches in 1921. However, Wansan Church was separated from Seomoonwye Church because of conflicts between minister Bae Eun-hee and presbyter Lee Don-soo in 1925. It was group of Hwasan-ri residents that had led the progress of Seomoonwye Church. They were merchants, plebeians, teachers of Sinhung and Kijun school. Though conflicting with Wansan Church, they played great role in educational activity, a Rural Enlightenment Movement, National Movement as well as missions. Follows are activities which missionaries of Seomoonwye Church carried out. First, they had great influences on the growth of church in Honam region as a mother-church. Second, the members of Seomoonwye Church organized a mission school for children in order to offer the chance of education to illiterate children. Third, members of Seomoonwye Church were pioneers in New Cultural Movement. At last, many missionaries of Seomoonwye Church attended various National Movement, showing great concerns about national independence and future. They participated in the March 1 Independence Movement and Singan Association. Moreover, they took part in the Cultural Movement such as Youth Movement in 1920 and Education Movement.",5,1,215,288,Church history; Protestantism; Art; Humanities; Religious studies; Independence; Order (virtue); Enlightenment; Canon law; Christianity,,,,,http://www.dbpia.co.kr/Journal/ArticleDetail/NODE01088991?q=%5Bproduct%20sound%C2%A7coldb%C2%A72%C2%A751%C2%A73%5D&Multimedia=0&isFullText=0&specificParam=0&SearchMethod=0,http://www.dbpia.co.kr/Journal/ArticleDetail/NODE01088991?q=%5Bproduct%20sound%C2%A7coldb%C2%A72%C2%A751%C2%A73%5D&Multimedia=0&isFullText=0&specificParam=0&SearchMethod=0,,,2260767705,,0,,0,false,,
082-063-130-078-168,"‘Because thy God loves England’: Bishop John Jewel and the Catholicity of the Church of England, 1535-1599",2013-10-01,2013,dissertation,,,,,Angela May Ranson,"John Jewel (Bishop of Salisbury 1559-1571) became the champion of the Church of England mere months after the formation of the Elizabethan religious settlement. He preached a sermon at Paul’s Cross that challenged the Roman Church to prove that certain traditions had existed in the early church; a strategy that allowed him to portray the Church of England as the true inheritor of the apostolic church, due to its pure doctrine and right administration of the sacraments. This sermon started a decade of controversy, which influenced the development of demarcation lines between the Church of Rome and the Church of England.; ; This thesis argues that Jewel’s work as a polemicist and apologist for the Church of England was a key factor in the development of a Protestant self-identity for the Church of England. Using a unique methodology and a vast knowledge of patristic and Biblical sources, Jewel re-defined the term ‘catholic’ in a way that enabled him to argue for the catholicity of the Church of England while still separating it from the Catholic Church. He gave the English Church authority and legitimacy by portraying it as both part of the true universal church, and yet distinctly English.; ; Drawing on Jewel’s own works, as well as the works of the men who fought for and against him, this thesis demonstrates that Jewel made a significant contribution to the establishment of the Church of England as a national institution. It shows that Jewel was an active, popular leader who was involved in many of the defining moments of the early Elizabethan church. Also, it shows that his popularity did not end with his death in 1571. Rather, his work continued to influence the development of the Church of England throughout the reign of Elizabeth and beyond.",,,,,Church history; Protestantism; Art; Archaeology; Religious studies; Reign; Sermon; Institution; Canon law; Christianity; Lord's New Church Which Is Nova Hierosolyma,,,,,https://etheses.whiterose.ac.uk/5649/ http://etheses.whiterose.ac.uk/id/eprint/5649 https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.605207 https://etheses.whiterose.ac.uk/5649/7/RANSON%20Thesis%20with%20Viva%20Edits%20SUBMISSION.pdf,https://etheses.whiterose.ac.uk/5649/,,,1550806340,,0,000-107-217-308-111; 000-486-357-467-74X; 001-680-220-151-627; 001-813-878-089-619; 002-761-962-725-803; 004-574-503-391-428; 005-369-821-477-810; 006-463-375-176-969; 006-929-260-290-149; 007-521-716-331-496; 008-025-435-245-931; 009-086-941-137-971; 009-619-535-896-808; 011-313-606-554-478; 011-705-621-425-191; 013-495-631-622-201; 013-528-248-062-086; 014-058-669-947-803; 015-766-147-835-875; 016-055-065-773-573; 016-180-200-486-87X; 016-536-936-803-748; 017-751-845-989-717; 018-842-170-334-252; 022-787-243-390-729; 022-911-125-700-277; 024-893-524-652-686; 027-329-947-737-894; 030-260-412-618-325; 030-382-663-843-901; 030-470-401-326-680; 030-539-070-054-31X; 032-228-235-057-063; 034-949-417-324-233; 035-124-871-600-904; 035-463-846-403-171; 036-464-228-596-237; 036-477-226-164-927; 037-591-230-737-826; 039-197-502-864-966; 042-928-476-949-011; 043-186-561-593-124; 044-238-002-430-87X; 044-637-657-949-38X; 046-045-640-046-516; 046-963-719-376-297; 047-164-348-725-966; 047-609-630-870-736; 048-301-331-715-993; 048-306-184-735-670; 048-393-004-366-272; 049-242-177-506-286; 050-572-035-166-041; 051-708-360-262-981; 051-953-760-788-260; 052-110-414-170-776; 052-969-432-699-667; 053-399-361-371-510; 054-951-669-480-433; 055-081-180-706-142; 055-562-863-036-456; 056-573-741-399-662; 059-247-711-538-217; 060-494-347-746-354; 062-264-064-956-019; 062-998-732-259-343; 063-271-374-433-856; 063-489-547-584-655; 064-138-507-729-751; 065-285-884-904-347; 067-311-155-842-800; 068-217-510-758-749; 070-483-848-640-514; 071-913-254-046-351; 074-592-665-873-487; 075-367-649-700-653; 076-614-727-868-470; 076-956-629-055-601; 077-235-617-133-031; 078-049-504-452-148; 078-289-356-193-350; 078-908-704-424-507; 079-110-314-050-97X; 079-249-544-188-786; 079-280-510-970-871; 080-969-875-543-173; 082-092-725-314-943; 082-886-762-736-971; 083-144-284-580-768; 083-445-125-803-02X; 084-605-487-773-100; 084-696-730-266-448; 085-770-856-631-438; 086-752-918-459-459; 092-241-090-720-831; 093-454-645-357-104; 095-898-388-247-851; 098-635-259-861-761; 101-237-082-770-241; 102-272-936-740-530; 102-739-781-611-430; 102-872-566-489-80X; 103-084-673-953-232; 103-275-072-612-40X; 105-253-573-967-570; 106-168-747-067-514; 111-310-457-770-426; 112-236-074-610-840; 112-624-986-525-758; 113-528-358-367-716; 113-538-224-103-781; 114-968-714-685-530; 116-907-226-485-445; 118-073-878-313-74X; 118-124-980-530-756; 120-051-867-468-935; 120-143-118-808-734; 122-629-325-005-830; 122-860-119-444-13X; 123-300-176-246-157; 123-531-081-848-68X; 125-973-119-507-196; 126-804-721-996-040; 127-866-987-970-331; 128-875-498-725-336; 133-712-960-563-360; 133-844-282-875-756; 139-012-486-184-320; 139-459-258-411-780; 139-935-363-852-830; 140-458-821-340-223; 142-493-913-018-676; 144-398-962-153-871; 146-048-976-428-699; 147-405-546-376-39X; 149-488-118-253-309; 151-743-408-946-450; 153-544-302-521-80X; 155-369-455-792-78X; 156-069-698-131-283; 156-853-969-201-909; 157-707-923-451-305; 158-666-036-118-790; 161-058-147-748-700; 162-035-374-723-567; 163-556-127-151-215; 163-573-569-442-612; 164-419-317-525-80X; 165-639-166-626-515; 167-915-976-645-970; 168-918-297-482-532; 174-130-788-680-246; 178-997-843-671-447; 184-574-313-032-982; 186-284-190-914-13X; 186-707-573-073-042; 186-964-931-138-633; 186-976-399-771-624; 187-591-847-374-438; 190-897-062-259-499; 199-988-938-225-631,0,false,,
082-206-022-531-813,First Christian Church,,1906,,,,,,Cody B. Culpepper,"Photograph of the First Christian Church in Longview, Texas. The church was established in 1872 by nine resident members of the Old School Southern Presbyterian Church. There are several people walking on the sidewalk around the church. A salon, called Mi Lady Beauty Shoppe, is pictured to the left of the church.",,,,,Church history; Protestantism; Art; Religious studies; Theology; Christian Church; Beauty; Eucharist; Canon law; Christianity; Lord's New Church Which Is Nova Hierosolyma,,,,,https://texashistory.unt.edu/ark:/67531/metapth191298/,https://texashistory.unt.edu/ark:/67531/metapth191298/,,,2602116515,,0,,0,false,,
082-233-774-125-723,The Zimbabwe Council of Churches and the Prophetic Mission of the Church,2020-05-23,2020,book chapter,The Zimbabwe Council of Churches and Development in Zimbabwe,,Springer International Publishing,,Jimmy Dube,"In this chapter, the author recounts the history of the Zimbabwe Council of Churches (ZCC) in the context of the prophetic mission of the Church. He maintains that during the colonial period, the organization demonstrated exceptional courage in confronting the colonial state. The church leaders were consistent in siding with the poor and the oppressed. The author charges that the ZCC has since muted its prophetic voice. He is convinced that it needs to recover this prophetic voice if it is to contribute to effective and sustainable development in Zimbabwe.",,,197,205,Political science; Law; State (polity); Courage; Context (language use); Colonial period; Colonialism; Sustainable development,,,,,https://link.springer.com/chapter/10.1007/978-3-030-41603-4_13,http://dx.doi.org/10.1007/978-3-030-41603-4_13,,10.1007/978-3-030-41603-4_13,3026052017,,0,131-397-946-526-766,1,false,,
